id,name,category,variation,availability
clothing_448-5,Floral Lace Dress,Dress-Up,Green,Mabel Able Sisters 
clothing_448-6,Floral Lace Dress,Dress-Up,Light Blue,Mabel Able Sisters 
clothing_448-7,Floral Lace Dress,Dress-Up,Blue,Mabel Able Sisters 
clothing_448-8,Floral Lace Dress,Dress-Up,Purple,Mabel Able Sisters 
clothing_449-1,Floral Lace Skirt,Bottoms,Black,Mabel Able Sisters 
clothing_449-2,Floral Lace Skirt,Bottoms,Ruby Red,Mabel Able Sisters 
clothing_449-3,Floral Lace Skirt,Bottoms,Pink,Mabel Able Sisters 
clothing_449-4,Floral Lace Skirt,Bottoms,Orange,Mabel Able Sisters 
clothing_449-5,Floral Lace Skirt,Bottoms,Green,Mabel Able Sisters 
clothing_449-6,Floral Lace Skirt,Bottoms,Light Blue,Mabel Able Sisters 
clothing_449-7,Floral Lace Skirt,Bottoms,Blue,Mabel Able Sisters 
clothing_449-8,Floral Lace Skirt,Bottoms,Purple,Mabel Able Sisters 
clothing_450-1,Floral Skirt,Bottoms,Pink,Mabel Able Sisters 
clothing_450-2,Floral Skirt,Bottoms,Yellow,Mabel Able Sisters 
clothing_450-3,Floral Skirt,Bottoms,Light Blue,Mabel Able Sisters 
clothing_451-1,Flower Bopper,Headwear,,Isabelle 
clothing_452-1,Flower Sandals,Shoes,White,Able Sisters 
clothing_452-2,Flower Sandals,Shoes,Black,Able Sisters 
clothing_452-3,Flower Sandals,Shoes,Pink,Able Sisters 
clothing_452-4,Flower Sandals,Shoes,Yellow,Able Sisters 
clothing_452-5,Flower Sandals,Shoes,Green,Able Sisters 
clothing_452-6,Flower Sandals,Shoes,Blue,Able Sisters 
clothing_452-7,Flower Sandals,Shoes,Purple,Able Sisters 
clothing_453-1,Flower Sunglasses,Accessories,Red,Mabel Able Sisters 
clothing_453-2,Flower Sunglasses,Accessories,Orange,Mabel Able Sisters 
clothing_453-3,Flower Sunglasses,Accessories,Green,Mabel Able Sisters 
clothing_453-4,Flower Sunglasses,Accessories,Blue,Mabel Able Sisters 
clothing_453-5,Flower Sunglasses,Accessories,Purple,Mabel Able Sisters 
clothing_454-1,Flower Sweater,Tops,White,Mabel Able Sisters 
clothing_454-2,Flower Sweater,Tops,Red,Mabel Able Sisters 
clothing_454-3,Flower Sweater,Tops,Yellow,Mabel Able Sisters 
clothing_454-4,Flower Sweater,Tops,Green,Mabel Able Sisters 
clothing_455-1,Flower-Print Dress,Dress-Up,Pink,Mabel Able Sisters 
clothing_455-2,Flower-Print Dress,Dress-Up,Green,Mabel Able Sisters 
clothing_456-1,Flower-Print Eco Bag,Bags,,Kicks 
clothing_457-1,Flowery-Dot Tights,Socks,White,Able Sisters 
clothing_457-2,Flowery-Dot Tights,Socks,Black,Able Sisters 
clothing_457-3,Flowery-Dot Tights,Socks,Pink,Able Sisters 
clothing_457-4,Flowery-Dot Tights,Socks,Yellow,Able Sisters 
clothing_457-5,Flowery-Dot Tights,Socks,Blue,Able Sisters 
clothing_458-1,Foldover-Top Backpack,Bags,Gray,Kicks 
clothing_458-2,Foldover-Top Backpack,Bags,Pink,Kicks 
clothing_458-3,Foldover-Top Backpack,Bags,Green,Kicks 
clothing_458-4,Foldover-Top Backpack,Bags,Blue,Kicks 
clothing_459-1,Folk Shirt,Tops,Red,Mabel Able Sisters 
clothing_459-2,Folk Shirt,Tops,Blue,Mabel Able Sisters 
clothing_459-3,Folk Shirt,Tops,Brown,Mabel Able Sisters 
clothing_460-1,Folk-Dance Outfit,Dress-Up,,Able Sisters 
clothing_461-1,Food Mess,Accessories,,Mabel Able Sisters 
clothing_462-1,Football Helmet,Headwear,White,Able Sisters 
clothing_462-2,Football Helmet,Headwear,Black,Able Sisters 
clothing_462-3,Football Helmet,Headwear,Berry Red,Able Sisters 
clothing_462-4,Football Helmet,Headwear,Red,Able Sisters 
clothing_462-5,Football Helmet,Headwear,Yellow,Able Sisters 
clothing_462-6,Football Helmet,Headwear,Green,Able Sisters 
clothing_462-7,Football Helmet,Headwear,Turquoise,Able Sisters 
clothing_462-8,Football Helmet,Headwear,Blue,Able Sisters 
clothing_463-1,Football Pants,Bottoms,White,Able Sisters 
clothing_463-2,Football Pants,Bottoms,Black,Able Sisters 
clothing_463-3,Football Pants,Bottoms,Berry Red,Able Sisters 
clothing_463-4,Football Pants,Bottoms,Red,Able Sisters 
clothing_463-5,Football Pants,Bottoms,Yellow,Able Sisters 
clothing_463-6,Football Pants,Bottoms,Green,Able Sisters 
clothing_463-7,Football Pants,Bottoms,Turquoise,Able Sisters 
clothing_463-8,Football Pants,Bottoms,Blue,Able Sisters 
clothing_464-1,Football Shirt,Tops,White,Able Sisters 
clothing_464-2,Football Shirt,Tops,Black,Able Sisters 
clothing_464-3,Football Shirt,Tops,Berry Red,Able Sisters 
clothing_464-4,Football Shirt,Tops,Red,Able Sisters 
clothing_464-5,Football Shirt,Tops,Yellow,Able Sisters 
clothing_464-6,Football Shirt,Tops,Green,Able Sisters 
clothing_464-7,Football Shirt,Tops,Turquoise,Able Sisters 
clothing_464-8,Football Shirt,Tops,Blue,Able Sisters 
clothing_465-1,Forest-Print Dress,Dress-Up,Pink,Mabel Able Sisters 
clothing_465-2,Forest-Print Dress,Dress-Up,Green,Mabel Able Sisters 
clothing_465-3,Forest-Print Dress,Dress-Up,Pale Blue,Mabel Able Sisters 
clothing_465-4,Forest-Print Dress,Dress-Up,Purple,Mabel Able Sisters 
clothing_465-5,Forest-Print Dress,Dress-Up,Brown,Mabel Able Sisters 
clothing_466-1,Formal Shorts,Bottoms,White,Able Sisters 
clothing_466-2,Formal Shorts,Bottoms,Pink,Able Sisters 
clothing_466-3,Formal Shorts,Bottoms,Yellow,Able Sisters 
clothing_466-4,Formal Shorts,Bottoms,Lime,Able Sisters 
clothing_466-5,Formal Shorts,Bottoms,Light Blue,Able Sisters 
clothing_466-6,Formal Shorts,Bottoms,Navy Blue,Able Sisters 
clothing_466-7,Formal Shorts,Bottoms,Purple,Able Sisters 
clothing_466-8,Formal Shorts,Bottoms,Beige,Able Sisters 
clothing_467-1,Four-Ball Tee,Tops,,Nook Shopping 
clothing_468-1,Fox Mask,Headwear,White,Able Sisters 
clothing_468-2,Fox Mask,Headwear,Black,Able Sisters 
clothing_469-1,Frilly Dress,Dress-Up,Pink,Able Sisters 
clothing_469-2,Frilly Dress,Dress-Up,Brown,Able Sisters 
clothing_469-3,Frilly Dress,Dress-Up,Yellow,Able Sisters 
clothing_469-4,Frilly Dress,Dress-Up,Green,Able Sisters 
clothing_470-1,Frilly Knee-High Socks,Socks,Black,Kicks 
clothing_470-2,Frilly Knee-High Socks,Socks,Red,Kicks 
clothing_470-3,Frilly Knee-High Socks,Socks,Pink,Kicks 
clothing_470-4,Frilly Knee-High Socks,Socks,Brown,Kicks 
clothing_470-5,Frilly Knee-High Socks,Socks,Yellow,Kicks 
clothing_470-6,Frilly Knee-High Socks,Socks,Green,Kicks 
clothing_470-7,Frilly Knee-High Socks,Socks,Mint,Kicks 
clothing_470-8,Frilly Knee-High Socks,Socks,Purple,Kicks 
clothing_471-1,Frilly Pants,Bottoms,Pink,Mabel Able Sisters 
clothing_471-2,Frilly Pants,Bottoms,Orange,Mabel Able Sisters 
clothing_471-3,Frilly Pants,Bottoms,Yellow,Mabel Able Sisters 
clothing_471-4,Frilly Pants,Bottoms,Mint,Mabel Able Sisters 
clothing_471-5,Frilly Pants,Bottoms,Blue,Mabel Able Sisters 
clothing_472-1,Frilly Skirt,Bottoms,Gray,Able Sisters 
clothing_472-2,Frilly Skirt,Bottoms,Pink,Able Sisters 
clothing_472-3,Frilly Skirt,Bottoms,Orange,Able Sisters 
clothing_472-4,Frilly Skirt,Bottoms,Green,Able Sisters 
clothing_472-5,Frilly Skirt,Bottoms,Blue,Able Sisters 
clothing_472-6,Frilly Skirt,Bottoms,Purple,Able Sisters 
clothing_473-1,Frilly Socks,Socks,White,Able Sisters 
clothing_473-2,Frilly Socks,Socks,Pink,Able Sisters 
clothing_473-3,Frilly Socks,Socks,Yellow,Able Sisters 
clothing_473-4,Frilly Socks,Socks,Green,Able Sisters 
clothing_473-5,Frilly Socks,Socks,Blue,Able Sisters 
clothing_473-6,Frilly Socks,Socks,Purple,Able Sisters 
clothing_474-1,Frilly Sweatpants,Bottoms,Gray,Mabel Able Sisters 
clothing_474-2,Frilly Sweatpants,Bottoms,Pink,Mabel Able Sisters 
clothing_474-3,Frilly Sweatpants,Bottoms,Orange,Mabel Able Sisters 
clothing_474-4,Frilly Sweatpants,Bottoms,Mint,Mabel Able Sisters 
clothing_474-5,Frilly Sweatpants,Bottoms,Blue,Mabel Able Sisters 
clothing_474-6,Frilly Sweatpants,Bottoms,Purple,Mabel Able Sisters 
clothing_475-1,Fringe Skirt,Bottoms,White,Mabel Able Sisters 
clothing_475-2,Fringe Skirt,Bottoms,Black,Mabel Able Sisters 
clothing_475-3,Fringe Skirt,Bottoms,Berry Red,Mabel Able Sisters 
clothing_475-4,Fringe Skirt,Bottoms,Yellow,Mabel Able Sisters 
clothing_475-5,Fringe Skirt,Bottoms,Green,Mabel Able Sisters 
clothing_475-6,Fringe Skirt,Bottoms,Blue,Mabel Able Sisters 
clothing_475-7,Fringe Skirt,Bottoms,Camel,Mabel Able Sisters 
clothing_476-1,Frog Cap,Headwear,Green,Able Sisters 
clothing_476-2,Frog Cap,Headwear,Red,Able Sisters 
clothing_476-3,Frog Cap,Headwear,Yellow,Able Sisters 
clothing_476-4,Frog Cap,Headwear,Blue,Able Sisters 
clothing_477-1,Frog Costume,Dress-Up,Green,Able Sisters 
clothing_477-2,Frog Costume,Dress-Up,Red,Able Sisters 
clothing_477-3,Frog Costume,Dress-Up,Yellow,Able Sisters 
clothing_477-4,Frog Costume,Dress-Up,Blue,Able Sisters 
clothing_478-1,Frog Tee,Tops,,Nook Shopping 
clothing_479-1,Frog Umbrella,Umbrellas,,Nook's Cranny (upgraded) 
clothing_480-1,Front-Tie Button-Down Shirt,Tops,Gray,Mabel Able Sisters 
clothing_480-2,Front-Tie Button-Down Shirt,Tops,Pink,Mabel Able Sisters 
clothing_480-3,Front-Tie Button-Down Shirt,Tops,Yellow,Mabel Able Sisters 
clothing_480-4,Front-Tie Button-Down Shirt,Tops,Blue,Mabel Able Sisters 
clothing_481-1,Front-Tie Tee,Tops,White,Mabel Able Sisters 
clothing_481-2,Front-Tie Tee,Tops,Black,Mabel Able Sisters 
clothing_481-3,Front-Tie Tee,Tops,Red,Mabel Able Sisters 
clothing_481-4,Front-Tie Tee,Tops,Lime,Mabel Able Sisters 
clothing_482-1,Frugal Dress,Dress-Up,Green,Mabel Able Sisters 
clothing_482-2,Frugal Dress,Dress-Up,Blue-Gray,Mabel Able Sisters 
clothing_482-3,Frugal Dress,Dress-Up,Brown,Mabel Able Sisters 
clothing_483-1,Frugal Hat,Headwear,Green,Mabel Able Sisters 
clothing_483-2,Frugal Hat,Headwear,Blue-Gray,Mabel Able Sisters 
clothing_483-3,Frugal Hat,Headwear,Brown,Mabel Able Sisters 
clothing_484-1,Frugal Outfit,Dress-Up,Green,Mabel Able Sisters 
clothing_484-2,Frugal Outfit,Dress-Up,Blue-Gray,Mabel Able Sisters 
clothing_484-3,Frugal Outfit,Dress-Up,Brown,Mabel Able Sisters 
clothing_485-1,Full-Body Glowing-Moss Suit,Dress-Up,,Crafting 
clothing_486-1,Full-Body Tights,Dress-Up,White,Able Sisters 
clothing_486-2,Full-Body Tights,Dress-Up,Silver,Able Sisters 
clothing_486-3,Full-Body Tights,Dress-Up,Black,Able Sisters 
clothing_486-4,Full-Body Tights,Dress-Up,Red,Able Sisters 
clothing_486-5,Full-Body Tights,Dress-Up,Pink,Able Sisters 
clothing_486-6,Full-Body Tights,Dress-Up,Gold,Able Sisters 
clothing_486-7,Full-Body Tights,Dress-Up,Green,Able Sisters 
clothing_486-8,Full-Body Tights,Dress-Up,Blue,Able Sisters 
clothing_487-1,Full-Length Dress with Pearls,Dress-Up,Black,Able Sisters 
clothing_487-2,Full-Length Dress with Pearls,Dress-Up,Berry Red,Able Sisters 
clothing_487-3,Full-Length Dress with Pearls,Dress-Up,Green,Able Sisters 
clothing_487-4,Full-Length Dress with Pearls,Dress-Up,Beige,Able Sisters 
clothing_488-1,Full-Length Maid Gown,Dress-Up,Green,Able Sisters 
clothing_488-2,Full-Length Maid Gown,Dress-Up,Light Gray,Able Sisters 
clothing_488-3,Full-Length Maid Gown,Dress-Up,Black,Able Sisters 
clothing_488-4,Full-Length Maid Gown,Dress-Up,Berry Red,Able Sisters 
clothing_488-5,Full-Length Maid Gown,Dress-Up,Orange,Able Sisters 
clothing_488-6,Full-Length Maid Gown,Dress-Up,Blue,Able Sisters 
clothing_489-1,Funny Glasses,Accessories,Pink,Able Sisters 
clothing_489-2,Funny Glasses,Accessories,Blue,Able Sisters 
clothing_489-3,Funny Glasses,Accessories,Brown,Able Sisters 
clothing_490-1,Funny-Face Socks,Socks,Black,Kicks 
clothing_490-2,Funny-Face Socks,Socks,Red,Kicks 
clothing_490-3,Funny-Face Socks,Socks,Pink,Kicks 
clothing_490-4,Funny-Face Socks,Socks,Green,Kicks 
clothing_490-5,Funny-Face Socks,Socks,Blue,Kicks 
clothing_491-1,Furoshiki Bag,Bags,Green,Kicks 
clothing_491-2,Furoshiki Bag,Bags,White,Kicks 
clothing_491-3,Furoshiki Bag,Bags,Red,Kicks 
clothing_491-4,Furoshiki Bag,Bags,Purple,Kicks 
clothing_491-5,Furoshiki Bag,Bags,Blue,Kicks 
clothing_491-6,Furoshiki Bag,Bags,Gold,Kicks 
clothing_492-1,Fuzzy Vest,Tops,Red,Mabel Able Sisters 
clothing_492-2,Fuzzy Vest,Tops,Green,Mabel Able Sisters 
clothing_492-3,Fuzzy Vest,Tops,Navy Blue,Mabel Able Sisters 
clothing_492-4,Fuzzy Vest,Tops,Brown,Mabel Able Sisters 
clothing_492-5,Fuzzy Vest,Tops,Beige,Mabel Able Sisters 
clothing_493-1,Garden Tank,Tops,Pink,Mabel Able Sisters 
clothing_493-2,Garden Tank,Tops,Orange,Mabel Able Sisters 
clothing_493-3,Garden Tank,Tops,Green,Mabel Able Sisters 
clothing_493-4,Garden Tank,Tops,Blue,Mabel Able Sisters 
clothing_494-1,Garter Socks,Socks,White,Kicks 
clothing_494-2,Garter Socks,Socks,Black,Kicks 
clothing_494-3,Garter Socks,Socks,Red,Kicks 
clothing_494-4,Garter Socks,Socks,Purple,Kicks 
clothing_495-1,Gas Mask,Accessories,Black,Able Sisters 
clothing_495-2,Gas Mask,Accessories,Avocado,Able Sisters 
clothing_496-1,Gaucho Pants,Bottoms,Gray,Mabel Able Sisters 
clothing_496-2,Gaucho Pants,Bottoms,Pink,Mabel Able Sisters 
clothing_496-3,Gaucho Pants,Bottoms,Avocado,Mabel Able Sisters 
clothing_496-4,Gaucho Pants,Bottoms,Blue,Mabel Able Sisters 
clothing_496-5,Gaucho Pants,Bottoms,Brown,Mabel Able Sisters 
clothing_497-1,Geisha Wig,Headwear,Black,Gulliver 
clothing_497-2,Geisha Wig,Headwear,Red,Gulliver 
clothing_497-3,Geisha Wig,Headwear,Pink,Gulliver 
clothing_497-4,Geisha Wig,Headwear,Golden Yellow,Gulliver 
clothing_497-5,Geisha Wig,Headwear,Green,Gulliver 
clothing_497-6,Geisha Wig,Headwear,Blue,Gulliver 
clothing_497-7,Geisha Wig,Headwear,Purple,Gulliver 
clothing_498-1,Gelato Umbrella,Umbrellas,,Nook's Cranny 
clothing_499-1,Geometric-Print Pants,Bottoms,Navy Blue,Mabel Able Sisters 
clothing_499-2,Geometric-Print Pants,Bottoms,Red,Mabel Able Sisters 
clothing_499-3,Geometric-Print Pants,Bottoms,Orange,Mabel Able Sisters 
clothing_499-4,Geometric-Print Pants,Bottoms,Blue,Mabel Able Sisters 
clothing_499-5,Geometric-Print Pants,Bottoms,Brown,Mabel Able Sisters 
clothing_500-1,Geometric-Print Socks,Socks,Pink,Able Sisters 
clothing_500-2,Geometric-Print Socks,Socks,Yellow,Able Sisters 
clothing_500-3,Geometric-Print Socks,Socks,Green,Able Sisters 
clothing_500-4,Geometric-Print Socks,Socks,Peacock Blue,Able Sisters 
clothing_500-5,Geometric-Print Socks,Socks,Purple,Able Sisters 
clothing_500-6,Geometric-Print Socks,Socks,Beige,Able Sisters 
clothing_501-1,Ghillie Brogues,Shoes,White,Kicks 
clothing_501-2,Ghillie Brogues,Shoes,Black,Kicks 
clothing_501-3,Ghillie Brogues,Shoes,Brown,Kicks 
clothing_502-1,Ghost Umbrella,Umbrellas,,Nook's Cranny (upgraded) 
clothing_503-1,Giant Ribbon,Headwear,White,Able Sisters 
clothing_503-2,Giant Ribbon,Headwear,Black,Able Sisters 
clothing_503-3,Giant Ribbon,Headwear,Red,Able Sisters 
clothing_503-4,Giant Ribbon,Headwear,Pink,Able Sisters 
clothing_503-5,Giant Ribbon,Headwear,Orange,Able Sisters 
clothing_503-6,Giant Ribbon,Headwear,Yellow,Able Sisters 
clothing_503-7,Giant Ribbon,Headwear,Green,Able Sisters 
clothing_503-8,Giant Ribbon,Headwear,Blue,Able Sisters 
clothing_504-1,Gilet and Shirt,Tops,Gray,Able Sisters Apparel shop 
clothing_504-2,Gilet and Shirt,Tops,Black,Able Sisters Apparel shop 
clothing_504-3,Gilet and Shirt,Tops,Red,Able Sisters Apparel shop 
clothing_504-4,Gilet and Shirt,Tops,Blue,Able Sisters Apparel shop 
clothing_505-1,Gingham Picnic Shirt,Tops,Gray,Able Sisters Apparel shop 
clothing_505-2,Gingham Picnic Shirt,Tops,Red,Able Sisters Apparel shop 
clothing_505-3,Gingham Picnic Shirt,Tops,Pink,Able Sisters Apparel shop 
clothing_505-4,Gingham Picnic Shirt,Tops,Orange,Able Sisters Apparel shop 
clothing_505-5,Gingham Picnic Shirt,Tops,Green,Able Sisters Apparel shop 
clothing_505-6,Gingham Picnic Shirt,Tops,Light Blue,Able Sisters Apparel shop 
clothing_505-7,Gingham Picnic Shirt,Tops,Blue,Able Sisters Apparel shop 
clothing_505-8,Gingham Picnic Shirt,Tops,Purple,Able Sisters Apparel shop 
clothing_506-1,Gingham Picnic Skirt,Bottoms,Gray,Mabel Able Sisters 
clothing_506-2,Gingham Picnic Skirt,Bottoms,Red,Mabel Able Sisters 
clothing_506-3,Gingham Picnic Skirt,Bottoms,Pink,Mabel Able Sisters 
clothing_506-4,Gingham Picnic Skirt,Bottoms,Orange,Mabel Able Sisters 
clothing_506-5,Gingham Picnic Skirt,Bottoms,Green,Mabel Able Sisters 
clothing_506-6,Gingham Picnic Skirt,Bottoms,Light Blue,Mabel Able Sisters 
clothing_506-7,Gingham Picnic Skirt,Bottoms,Blue,Mabel Able Sisters 
clothing_506-8,Gingham Picnic Skirt,Bottoms,Purple,Mabel Able Sisters 
clothing_507-1,Gizzard-Shad-Sushi Costume,Dress-Up,,Able Sisters 
clothing_508-1,Gladiator Sandals,Shoes,Black,Mabel Able Sisters 
clothing_508-2,Gladiator Sandals,Shoes,Red,Mabel Able Sisters 
clothing_508-3,Gladiator Sandals,Shoes,Brown,Mabel Able Sisters 
clothing_509-1,Glass-Bottle Glasses,Accessories,,Mabel Able Sisters 
clothing_510-1,Glengarry,Headwear,,Able Sisters 
clothing_511-1,Glowing-Moss Dress,Dress-Up,,Crafting 
clothing_512-1,Glowing-Moss Headband,Headwear,,Crafting 
clothing_513-1,Glowing-Moss Hood,Headwear,,Crafting 
clothing_514-1,Glowing-Moss Pointed Cap,Headwear,,Crafting 
clothing_515-1,Goatee,Accessories,,Able Sisters 
clothing_516-1,Gobelin Shorts,Bottoms,Black,Able Sisters 
clothing_516-2,Gobelin Shorts,Bottoms,Beige,Able Sisters 
clothing_517-1,Goggles,Accessories,Black,Mabel Able Sisters 
clothing_517-2,Goggles,Accessories,Red,Mabel Able Sisters 
clothing_517-3,Goggles,Accessories,Pink,Mabel Able Sisters 
clothing_517-4,Goggles,Accessories,Green,Mabel Able Sisters 
clothing_517-5,Goggles,Accessories,Blue,Mabel Able Sisters 
clothing_517-6,Goggles,Accessories,Purple,Mabel Able Sisters 
clothing_518-1,Gold Armor,Dress-Up,,Crafting 
clothing_519-1,Gold Helmet,Headwear,,Crafting 
clothing_520-1,Gold Rose Crown,Headwear,,Crafting 
clothing_521-1,Gold-Armor Shoes,Shoes,,Crafting 
clothing_522-1,Gold-Print Tee,Tops,White,Mabel Able Sisters 
clothing_522-2,Gold-Print Tee,Tops,Black,Mabel Able Sisters 
clothing_523-1,Gothic Headdress,Headwear,Black,Able Sisters 
clothing_523-2,Gothic Headdress,Headwear,Red,Able Sisters 
clothing_523-3,Gothic Headdress,Headwear,Pink,Able Sisters 
clothing_523-4,Gothic Headdress,Headwear,Blue,Able Sisters 
clothing_523-5,Gothic Headdress,Headwear,Purple,Able Sisters 
clothing_523-6,Gothic Headdress,Headwear,Light Purple,Able Sisters 
clothing_524-1,Gown Coat,Tops,Black,Able Sisters Apparel shop 
clothing_524-2,Gown Coat,Tops,Red,Able Sisters Apparel shop 
clothing_524-3,Gown Coat,Tops,Blue,Able Sisters Apparel shop 
clothing_524-4,Gown Coat,Tops,Brown,Able Sisters Apparel shop 
clothing_525-1,Graduation Gown,Tops,Red,Able Sisters 
clothing_525-2,Graduation Gown,Tops,Yellow,Able Sisters 
clothing_525-3,Graduation Gown,Tops,Green,Able Sisters 
clothing_525-4,Graduation Gown,Tops,Blue,Able Sisters 
clothing_526-1,Grape Dress,Dress-Up,,Mabel Able Sisters 
clothing_527-1,Grape Hat,Headwear,,Mabel Able Sisters 
clothing_528-1,Grape Umbrella,Umbrellas,,Nook's Cranny (upgraded) 
clothing_529-1,Grape-Harvest Basket,Bags,,Nook Shopping 
clothing_530-1,Grass Skirt,Bottoms,,Crafting 
clothing_531-1,Green Chic Umbrella,Umbrellas,,Nook's Cranny (upgraded) 
clothing_532-1,Green Grass Skirt,Bottoms,,Crafting 
clothing_533-1,Green Nook Inc. Aloha Shirt,Tops,,Nook Miles Redemption 
clothing_534-1,Green Umbrella,Umbrellas,,Nook's Cranny 
clothing_535-1,Groovy Shirt,Tops,Red,Mabel Able Sisters 
clothing_535-2,Groovy Shirt,Tops,Orange,Mabel Able Sisters 
clothing_535-3,Groovy Shirt,Tops,Green,Mabel Able Sisters 
clothing_536-1,Groovy Tunic,Tops,Orange,Mabel Able Sisters 
clothing_536-2,Groovy Tunic,Tops,Brown,Mabel Able Sisters 
clothing_536-3,Groovy Tunic,Tops,Camel,Mabel Able Sisters 
clothing_537-1,Guayabera Shirt,Tops,Red,Mabel Able Sisters 
clothing_537-2,Guayabera Shirt,Tops,Green,Mabel Able Sisters 
clothing_537-3,Guayabera Shirt,Tops,Blue,Mabel Able Sisters 
clothing_537-4,Guayabera Shirt,Tops,Brown,Mabel Able Sisters 
clothing_538-1,Guide Shirt,Tops,Red,Able Sisters 
clothing_538-2,Guide Shirt,Tops,Yellow,Able Sisters 
clothing_538-3,Guide Shirt,Tops,Green,Able Sisters 
clothing_539-1,Gumdrop Dress,Dress-Up,Pop,Mabel Able Sisters 
clothing_539-2,Gumdrop Dress,Dress-Up,Cool,Mabel Able Sisters 
clothing_540-1,Gumdrop Shoulder Bag,Bags,Pop,Kicks 
clothing_540-2,Gumdrop Shoulder Bag,Bags,Cool,Kicks 
clothing_541-1,Gym Tee,Tops,Black,Mabel Able Sisters 
clothing_541-2,Gym Tee,Tops,Red,Mabel Able Sisters 
clothing_541-3,Gym Tee,Tops,Green,Mabel Able Sisters 
clothing_541-4,Gym Tee,Tops,Blue,Mabel Able Sisters 
clothing_542-1,Hakama,Dress-Up,Green,Able Sisters 
clothing_542-2,Hakama,Dress-Up,Dark Blue,Able Sisters 
clothing_542-3,Hakama,Dress-Up,Plum,Able Sisters 
clothing_543-1,Hakama with Crest,Dress-Up,,Able Sisters 
clothing_544-1,Hallo Tee,Tops,,Nook Shopping 
clothing_545-1,Halo,Headwear,,Able Sisters 
clothing_546-1,Hand-Knit Pouch,Bags,Green,Kicks 
clothing_546-2,Hand-Knit Pouch,Bags,Purple,Kicks 
clothing_547-1,Hand-Knit Socks,Socks,Orange,Mabel Able Sisters 
clothing_547-2,Hand-Knit Socks,Socks,Green,Mabel Able Sisters 
clothing_547-3,Hand-Knit Socks,Socks,Purple,Mabel Able Sisters 
clothing_548-1,Hand-Knit Tank,Tops,White,Mabel Able Sisters 
clothing_548-2,Hand-Knit Tank,Tops,Black,Mabel Able Sisters 
clothing_548-3,Hand-Knit Tank,Tops,Red,Mabel Able Sisters 
clothing_548-4,Hand-Knit Tank,Tops,Camel,Mabel Able Sisters 
clothing_548-5,Hand-Knit Tank,Tops,Green,Mabel Able Sisters 
clothing_548-6,Hand-Knit Tank,Tops,Blue,Mabel Able Sisters 
clothing_549-1,Handlebar Mustache,Accessories,,Able Sisters 
clothing_550-1,Handmade Cape,Tops,,Nook Shopping 
clothing_551-1,Handmade Crown,Headwear,,Nook Shopping 
clothing_552-1,Hanten Jacket,Tops,Green,Mabel Able Sisters 
clothing_552-2,Hanten Jacket,Tops,Dark Blue,Mabel Able Sisters 
clothing_552-3,Hanten Jacket,Tops,Purple,Mabel Able Sisters 
clothing_552-4,Hanten Jacket,Tops,Brown,Mabel Able Sisters 
clothing_553-1,Happi Tee,Tops,Black,Able Sisters Apparel shop 
clothing_553-2,Happi Tee,Tops,Red,Able Sisters Apparel shop 
clothing_553-3,Happi Tee,Tops,Green,Able Sisters Apparel shop 
